iter	Passed	Remaining
1716	3655	602
1717	3657	600
1718	3659	598
1719	3661	596
1720	3663	593
1721	3665	591
1722	3667	589
1723	3669	587
1724	3671	585
1725	3673	583
1726	3675	581
1727	3677	578
1728	3679	576
1729	3681	574
1730	3683	572
1731	3685	570
1732	3687	568
1733	3689	565
1734	3691	563
1735	3693	561
1736	3695	559
1737	3696	557
1738	3699	555
1739	3700	553
1740	3702	550
1741	3704	548
1742	3706	546
1743	3709	544
1744	3711	542
1745	3713	540
1746	3715	538
1747	3717	535
1748	3719	533
1749	3721	531
1750	3723	529
1751	3725	527
1752	3727	525
1753	3729	523
1754	3731	520
1755	3733	518
1756	3735	516
1757	3737	514
1758	3739	512
1759	3741	510
1760	3743	508
1761	3745	505
1762	3746	503
1763	3748	501
1764	3750	499
1765	3752	497
1766	3754	495
1767	3756	492
1768	3758	490
1769	3760	488
1770	3762	486
1771	3764	484
1772	3766	482
1773	3768	480
1774	3770	477
1775	3772	475
1776	3774	473
1777	3776	471
1778	3778	469
1779	3780	467
1780	3782	465
1781	3784	462
1782	3786	460
1783	3787	458
1784	3789	456
1785	3791	454
1786	3793	452
1787	3795	450
1788	3797	447
1789	3799	445
1790	3801	443
1791	3803	441
1792	3805	439
1793	3807	437
1794	3809	435
1795	3811	432
1796	3813	430
1797	3815	428
1798	3817	426
1799	3819	424
1800	3821	422
1801	3823	420
1802	3825	417
1803	3827	415
1804	3829	413
1805	3831	411
1806	3833	409
1807	3835	407
1808	3837	405
1809	3839	403
1810	3841	400
1811	3843	398
1812	3845	396
1813	3847	394
1814	3849	392
1815	3851	390
1816	3853	388
1817	3855	385
1818	3857	383
1819	3859	381
1820	3861	379
1821	3863	377
1822	3865	375
1823	3867	373
1824	3869	371
1825	3871	368
1826	3873	366
1827	3875	364
1828	3877	362
1829	3879	360
1830	3881	358
1831	3883	356
1832	3885	353
1833	3887	351
1834	3889	349
1835	3891	347
1836	3892	345
1837	3894	343
1838	3896	341
1839	3898	338
1840	3900	336
1841	3902	334
1842	3904	332
1843	3906	330
1844	3908	328
1845	3910	326
1846	3911	324
1847	3913	321
1848	3915	319
1849	3917	317
1850	3919	315
1851	3921	313
1852	3923	311
1853	3925	309
1854	3927	306
1855	3929	304
1856	3931	302
1857	3933	300
1858	3934	298
1859	3936	296
1860	3938	294
1861	3940	292
1862	3942	289
1863	3944	287
1864	3946	285
1865	3948	283
1866	3950	281
1867	3952	279
1868	3954	277
1869	3955	275
1870	3957	272
1871	3959	270
1872	3961	268
1873	3963	266
1874	3965	264
1875	3967	262
1876	3969	260
1877	3971	258
1878	3973	255
1879	3975	253
1880	3977	251
1881	3979	249
1882	3981	247
1883	3983	245
1884	3985	243
1885	3987	241
1886	3989	238
1887	3991	236
1888	3993	234
1889	3994	232
1890	3996	230
1891	3998	228
1892	4000	226
1893	4002	224
1894	4004	221
1895	4006	219
1896	4008	217
1897	4010	215
1898	4012	213
1899	4014	211
1900	4016	209
1901	4018	207
1902	4020	204
1903	4022	202
1904	4024	200
1905	4026	198
1906	4028	196
1907	4030	194
1908	4032	192
1909	4034	190
1910	4036	187
1911	4038	185
1912	4040	183
1913	4042	181
1914	4044	179
1915	4045	177
1916	4047	175
1917	4049	173
1918	4051	171
1919	4054	168
1920	4055	166
1921	4057	164
1922	4059	162
1923	4061	160
1924	4063	158
1925	4065	156
1926	4067	154
1927	4069	151
1928	4071	149
1929	4073	147
1930	4075	145
1931	4077	143
1932	4079	141
1933	4081	139
1934	4083	137
1935	4085	135
1936	4086	132
1937	4088	130
1938	4090	128
1939	4092	126
1940	4094	124
1941	4096	122
1942	4098	120
1943	4100	118
1944	4102	115
1945	4103	113
1946	4105	111
1947	4107	109
1948	4109	107
1949	4111	105
1950	4113	103
1951	4114	101
1952	4116	99
1953	4118	96
1954	4120	94
1955	4122	92
1956	4124	90
1957	4126	88
1958	4128	86
1959	4130	84
1960	4131	82
1961	4133	80
1962	4135	77
1963	4137	75
1964	4139	73
1965	4141	71
1966	4143	69
1967	4145	67
1968	4146	65
1969	4148	63
1970	4150	61
1971	4152	58
1972	4154	56
1973	4156	54
1974	4158	52
1975	4160	50
1976	4162	48
1977	4164	46
1978	4166	44
1979	4168	42
1980	4170	39
1981	4172	37
1982	4174	35
1983	4176	33
1984	4178	31
1985	4180	29
1986	4182	27
1987	4184	25
1988	4186	23
1989	4187	21
1990	4189	18
1991	4191	16
1992	4193	14
1993	4195	12
1994	4197	10
1995	4199	8
1996	4201	6
1997	4202	4
1998	4204	2
1999	4206	0
