iter	Logloss
115	0.4467480901
116	0.4460668853
117	0.4452935334
118	0.4446603861
119	0.4441697431
120	0.4433940918
121	0.4426374461
122	0.4415291465
123	0.4407731016
124	0.4402245032
125	0.4394674567
126	0.4389895606
127	0.4385498114
128	0.4382255634
129	0.4381320806
130	0.4376790844
131	0.4372094552
132	0.4367199687
133	0.4361476569
134	0.4357846957
135	0.4349806623
136	0.4346509308
137	0.4339249489
138	0.4330564042
139	0.4323834046
140	0.4317278448
141	0.4308285518
142	0.4302729336
143	0.4300725883
144	0.4296350366
145	0.4292388116
146	0.4288017153
147	0.4282221524
148	0.42751595
149	0.4266978682
150	0.4257344051
151	0.4250477596
152	0.4249412201
153	0.424632825
154	0.4236446264
155	0.4228712565
156	0.4220919382
157	0.4215429836
158	0.4206030035
159	0.4200420934
160	0.4193876581
161	0.4185504634
162	0.4178990625
163	0.4169125565
164	0.4167508408
165	0.4160401973
166	0.4154724136
167	0.4145628584
168	0.4137027788
169	0.4128208591
170	0.412366095
171	0.4114389405
172	0.4105116808
173	0.4101219238
174	0.409301657
175	0.4085333361
176	0.4074693425
177	0.4068643474
178	0.4057729237
179	0.4049497777
180	0.4041928371
181	0.4031740388
182	0.4023999504
183	0.4014621604
184	0.4009500118
185	0.4003523581
186	0.3995367079
187	0.3987874411
188	0.3980591726
189	0.3974109052
190	0.3962491771
191	0.3955160475
192	0.3947576504
193	0.3944000715
194	0.3941063947
195	0.3936966094
196	0.3932388833
197	0.3925895321
198	0.3920305742
199	0.3909831056
200	0.3901087778
201	0.389889738
202	0.3887261269
203	0.3881770337
204	0.3872568984
205	0.3868990652
206	0.3860364739
207	0.3851297561
208	0.3843045829
209	0.3835683734
210	0.3827608787
211	0.3816224296
212	0.3808843072
213	0.3802510424
214	0.3800028647
215	0.3793309033
216	0.3783792253
217	0.3778405492
218	0.3774964541
219	0.3761992327
220	0.3754538663
221	0.3746995587
222	0.3738985727
223	0.3732351688
224	0.3727536474
225	0.3720566545
226	0.3712763123
227	0.3710939967
228	0.3704200814
229	0.3696538661
230	0.3691816298
231	0.368621929
232	0.3683474393
233	0.3675738021
234	0.3665024731
235	0.3663644393
236	0.3654684422
237	0.3650250424
238	0.364664954
239	0.3641613161
240	0.3636351501
241	0.3630822887
242	0.3622182441
243	0.3615668735
244	0.3607308502
245	0.3600908854
246	0.359646048
247	0.3591181085
248	0.3589368936
249	0.3584955807
250	0.3584053282
251	0.3578567829
252	0.3576564968
253	0.3572366459
254	0.356806983
255	0.3559884252
256	0.3555349173
257	0.3549098964
258	0.354217476
259	0.353958517
260	0.3532382211
261	0.3526024572
262	0.3520499927
263	0.3517345767
264	0.351631821
265	0.3508815436
266	0.350107145
267	0.3500758562
268	0.3495252991
269	0.3487228806
270	0.3480748004
271	0.347640625
272	0.3467904742
273	0.346447727
274	0.3459592677
275	0.3453794798
276	0.3447681657
277	0.3441202812
278	0.3437878795
279	0.3435001001
280	0.343424297
281	0.3427737891
282	0.342208887
283	0.3415017462
284	0.3406387275
285	0.3403544382
286	0.339534553
287	0.3387733492
288	0.3380715647
289	0.3380414636
290	0.337223382
291	0.3371385393
292	0.3361200304
293	0.335455452
294	0.3351374902
295	0.3346371087
296	0.3341159644
297	0.3336746173
298	0.333048698
299	0.3323257125
300	0.3318626605
301	0.3314342447
302	0.3314076378
303	0.3308568768
304	0.3298776169
305	0.3294161439
306	0.3291042742
307	0.3286733823
308	0.3283156403
309	0.3276295274
310	0.3271174624
311	0.3269952872
312	0.3264533278
313	0.3262808805
314	0.3256737411
315	0.3252554129
316	0.3244596262
317	0.3241482934
318	0.3233464273
319	0.3229506835
320	0.3222333337
321	0.3214326583
322	0.3211055106
323	0.3206651876
324	0.3201664517
325	0.3196576859
326	0.3191086442
327	0.3187455716
328	0.3184054325
329	0.3180040383
330	0.317817413
331	0.3174076197
332	0.3165843082
333	0.3161145558
334	0.315717487
335	0.3153408835
336	0.314959629
337	0.314366571
338	0.3139918371
339	0.3135640413
340	0.3130369651
341	0.3120491617
342	0.3115431593
343	0.3112855867
344	0.3107765298
345	0.310754631
346	0.3099775873
347	0.309536918
348	0.3088824491
349	0.3083296888
350	0.3077896947
351	0.3071697637
352	0.3065415119
353	0.3061899055
354	0.3058606203
355	0.3055449669
356	0.3051866475
357	0.3051699369
358	0.3048568721
359	0.3044960722
360	0.3037202026
361	0.3031114511
362	0.3025850906
363	0.30219267
364	0.3017918771
365	0.3012585381
366	0.3006532334
367	0.2998730806
368	0.2993923678
369	0.2987170982
370	0.2980616467
371	0.2975426756
372	0.2969955198
373	0.2966703269
374	0.2963377072
375	0.295958556
376	0.2953912127
377	0.2950257984
378	0.2945184823
379	0.2938667435
380	0.2933688403
381	0.2930325876
382	0.2926402536
383	0.2922939943
384	0.2916574564
385	0.2911254701
386	0.2906426536
387	0.2905801584
388	0.2896458967
389	0.2888708954
390	0.2882511853
391	0.2879191748
392	0.287307945
393	0.2867773567
394	0.2866132175
395	0.2858132162
396	0.2852192133
397	0.2847817004
398	0.2843768341
399	0.2842447227
400	0.2837415935
401	0.283138747
402	0.2826545786
403	0.2823615439
404	0.2819328044
405	0.2813637513
406	0.2807674867
407	0.2804779049
408	0.2797430603
409	0.2795040947
410	0.2791018278
411	0.2788792447
412	0.2786167202
413	0.2777597642
414	0.277116452
415	0.2764794401
416	0.2761771739
417	0.2757379213
418	0.2752848079
419	0.2749001618
420	0.2741391115
421	0.2736603201
422	0.2730086551
423	0.272555483
424	0.2717574744
425	0.2710481581
426	0.2708516785
427	0.2703854352
428	0.2701763172
429	0.2697420235
430	0.2693480354
431	0.2688243801
432	0.2681605283
433	0.2678050676
434	0.2673269914
435	0.266767635
436	0.2664103154
437	0.2657255011
438	0.2653028909
439	0.2646485812
440	0.2641635871
441	0.263818031
442	0.2636580916
443	0.2634343219
444	0.2628053796
445	0.2624066639
446	0.2621453558
447	0.2619337172
448	0.2619032537
449	0.2618676646
450	0.2613335082
451	0.2609457261
452	0.2607843268
453	0.2600905751
454	0.2595961017
455	0.2591657569
456	0.2584994111
457	0.2583046051
458	0.2579559919
459	0.2575748949
460	0.2570920784
461	0.2565838071
462	0.2560703684
463	0.2554383855
464	0.2548072372
465	0.2543313069
466	0.2540261714
467	0.2535898293
468	0.2532277116
469	0.2531936784
470	0.252880697
471	0.25242037
472	0.2520989844
473	0.2517625959
474	0.2512040318
475	0.2511819914
476	0.2506786958
477	0.2504351595
478	0.2500090564
479	0.2496465095
480	0.2488775444
481	0.248327327
482	0.2479263687
483	0.2476764097
484	0.2471532697
485	0.2467404252
486	0.2463188063
487	0.2461336109
488	0.2458157355
489	0.2453032777
490	0.245019802
491	0.2447216162
492	0.2443012652
493	0.2440964984
494	0.243771721
495	0.2434058556
496	0.2429272582
497	0.2424434976
498	0.2422924084
499	0.2421932491
